booking_id,booking_date,booking_time,day_of_week,is_weekend,hour_of_day,city,pickup_location,drop_location,vehicle_type,ride_distance_km,estimated_ride_time_min,actual_ride_time_min,traffic_level,weather_condition,base_fare,surge_multiplier,booking_value,booking_status,incomplete_ride_reason,customer_id,driver_id
B_000143,2025-08-04,06:15:00,Monday,0,6,Mumbai,Loc_7,Loc_14,Bike,5.35,35.32,37.15,High,Clear,62.81,1.4,91.78,Completed,,C_004154,D_004655
B_000144,2025-04-04,06:19:00,Friday,0,6,Delhi,Loc_9,Loc_46,Bike,17.59,79.17,77.65,Medium,Heavy Rain,160.74,1.8,290.54,Completed,,C_009190,D_002386
B_000145,2025-04-21,00:51:00,Monday,0,0,Delhi,Loc_22,Loc_29,Auto,2.94,19.38,20.39,High,Heavy Rain,75.23,2.0,152.81,Completed,,C_006698,D_004574
B_000146,2025-07-27,10:56:00,Sunday,1,10,Hyderabad,Loc_9,Loc_29,Cab,2.03,13.39,12.53,High,Clear,116.51,1.7,202.31,Completed,,C_002385,D_003527
B_000147,2025-10-01,15:18:00,Wednesday,0,15,Chennai,Loc_9,Loc_34,Auto,7.74,23.22,26.64,Low,Heavy Rain,132.88,1.6,206.87,Completed,,C_006673,D_000997
B_000148,2025-05-27,22:34:00,Tuesday,0,22,Chennai,Loc_9,Loc_17,Auto,24.3,160.39,,High,Heavy Rain,331.62,2.0,694.21,Cancelled,,C_009850,D_000546
B_000149,2025-12-22,16:35:00,Monday,0,16,Hyderabad,Loc_32,Loc_27,Cab,14.25,42.76,44.21,Low,Clear,336.55,1.0,347.26,Completed,,C_008820,D_004814
B_000150,2025-04-09,19:56:00,Wednesday,0,19,Mumbai,Loc_25,Loc_43,Bike,7.44,22.32,25.94,Low,Heavy Rain,79.51,1.9,144.6,Completed,,C_005650,D_003676
B_000151,2025-11-30,05:15:00,Sunday,1,5,Chennai,Loc_21,Loc_6,Bike,4.18,18.82,22.36,Medium,Heavy Rain,53.46,1.8,99.19,Completed,,C_009861,D_003437
B_000152,2025-08-28,10:38:00,Thursday,0,10,Bangalore,Loc_4,Loc_11,Bike,23.08,69.25,76.68,Low,Clear,204.68,1.3,263.67,Completed,,C_008823,D_002046
B_000153,2025-01-03,18:31:00,Friday,0,18,Mumbai,Loc_5,Loc_26,Bike,9.7,43.64,51.28,Medium,Clear,97.57,1.5,141.37,Completed,,C_003663,D_004400
B_000154,2025-04-06,04:33:00,Sunday,1,4,Hyderabad,Loc_34,Loc_24,Bike,8.36,55.18,,High,Rain,86.89,1.7,150.65,Cancelled,,C_008460,D_003305
B_000155,2025-06-16,17:53:00,Monday,0,17,Hyderabad,Loc_1,Loc_27,Auto,21.59,64.77,71.39,Low,Clear,299.09,1.3,397.45,Completed,,C_003391,D_003147
B_000156,2025-12-21,04:43:00,Sunday,1,4,Bangalore,Loc_2,Loc_10,Cab,15.51,102.34,,High,Heavy Rain,359.1,2.0,734.03,Cancelled,,C_006256,D_001684
B_000157,2025-07-11,17:21:00,Friday,0,17,Chennai,Loc_31,Loc_26,Auto,5.05,15.14,16.7,Low,Clear,100.57,1.3,126.19,Completed,,C_006632,D_003326
B_000158,2025-05-21,11:20:00,Wednesday,0,11,Mumbai,Loc_2,Loc_46,Bike,11.12,33.35,33.37,Low,Heavy Rain,108.93,1.6,172.42,Completed,,C_007464,D_000570
B_000159,2025-02-27,06:39:00,Thursday,0,6,Chennai,Loc_29,Loc_37,Cab,23.28,104.75,121.44,Medium,Heavy Rain,499.0,1.8,876.58,Completed,,C_006920,D_004457
B_000160,2025-02-28,18:26:00,Friday,0,18,Bangalore,Loc_2,Loc_41,Bike,22.63,101.83,100.71,Medium,Clear,201.03,1.5,308.75,Completed,,C_005024,D_000753
B_000161,2025-01-13,06:58:00,Monday,0,6,Hyderabad,Loc_27,Loc_33,Bike,2.68,17.71,18.19,High,Heavy Rain,41.46,2.0,79.68,Completed,,C_005929,D_001239
B_000162,2025-06-09,16:55:00,Monday,0,16,Mumbai,Loc_26,Loc_11,Cab,7.45,22.34,20.17,Low,Clear,214.04,1.0,216.52,Completed,,C_006688,D_003000
B_000163,2025-03-26,07:27:00,Wednesday,0,7,Hyderabad,Loc_48,Loc_31,Cab,4.71,14.13,13.15,Low,Rain,164.76,1.3,214.64,Completed,,C_008354,D_003853
B_000164,2025-09-11,17:35:00,Thursday,0,17,Delhi,Loc_4,Loc_25,Cab,13.81,91.16,,High,Clear,328.61,1.7,576.43,Cancelled,,C_003860,D_003392
B_000165,2025-04-16,17:45:00,Wednesday,0,17,Hyderabad,Loc_32,Loc_41,Bike,19.0,125.4,127.15,High,Rain,172.0,2.0,349.88,Completed,,C_008870,D_002197
B_000166,2025-09-08,06:25:00,Monday,0,6,Hyderabad,Loc_28,Loc_5,Bike,8.09,36.42,36.96,Medium,Clear,84.74,1.2,98.88,Completed,,C_001580,D_000392
B_000167,2025-10-16,20:12:00,Thursday,0,20,Hyderabad,Loc_8,Loc_11,Auto,19.19,86.36,79.48,Medium,Rain,270.3,1.8,505.76,Completed,,C_004395,D_002307
B_000168,2025-03-16,07:34:00,Sunday,1,7,Bangalore,Loc_16,Loc_32,Cab,17.05,51.15,47.18,Low,Heavy Rain,386.89,1.6,644.95,Completed,,C_006381,D_000280
B_000169,2025-01-09,01:16:00,Thursday,0,1,Delhi,Loc_17,Loc_3,Auto,18.48,55.43,53.21,Low,Clear,261.73,1.0,249.6,Completed,,C_008057,D_000423
B_000170,2025-12-22,07:26:00,Monday,0,7,Bangalore,Loc_42,Loc_9,Auto,23.76,71.27,84.07,Low,Heavy Rain,325.09,1.6,501.75,Completed,,C_003327,D_003408
B_000171,2025-05-11,14:23:00,Sunday,1,14,Mumbai,Loc_18,Loc_14,Auto,11.19,73.86,,High,Clear,174.29,1.4,237.77,Incomplete,Driver Delay,C_006207,D_004359
B_000172,2025-09-23,09:26:00,Tuesday,0,9,Delhi,Loc_23,Loc_27,Cab,9.22,60.86,60.63,High,Clear,245.99,1.7,431.77,Completed,,C_006171,D_001814
B_000173,2025-08-04,08:33:00,Monday,0,8,Chennai,Loc_12,Loc_5,Cab,17.41,114.92,117.94,High,Heavy Rain,393.42,2.3,873.03,Completed,,C_000966,D_003354
B_000174,2025-08-09,23:30:00,Saturday,1,23,Mumbai,Loc_15,Loc_14,Auto,20.38,91.72,99.14,Medium,Clear,284.58,1.2,327.76,Completed,,C_001449,D_002362
B_000175,2025-12-31,08:06:00,Wednesday,0,8,Bangalore,Loc_37,Loc_17,Auto,5.59,36.92,,High,Heavy Rain,107.14,2.3,238.04,Cancelled,,C_003442,D_000592
B_000176,2025-07-21,07:31:00,Monday,0,7,Chennai,Loc_4,Loc_41,Bike,21.32,95.95,93.15,Medium,Rain,190.59,1.5,287.61,Completed,,C_009194,D_004140
B_000177,2025-02-15,04:02:00,Saturday,1,4,Bangalore,Loc_37,Loc_17,Bike,2.39,15.76,,High,Heavy Rain,39.11,2.0,81.48,Cancelled,,C_000204,D_000371
B_000178,2025-07-24,07:06:00,Thursday,0,7,Chennai,Loc_11,Loc_11,Cab,1.15,7.61,,High,Clear,100.76,1.4,137.09,Incomplete,Driver Delay,C_008616,D_003648
B_000179,2025-08-23,10:22:00,Saturday,1,10,Bangalore,Loc_32,Loc_21,Bike,4.8,31.69,28.69,High,Rain,58.42,2.0,116.46,Completed,,C_003127,D_001913
B_000180,2025-03-28,18:28:00,Friday,0,18,Chennai,Loc_18,Loc_33,Cab,24.49,161.62,153.3,High,Clear,520.78,1.7,851.77,Completed,,C_003461,D_001550
B_000181,2025-09-04,12:02:00,Thursday,0,12,Hyderabad,Loc_50,Loc_19,Auto,13.57,89.53,,High,Rain,202.79,1.7,356.03,Cancelled,,C_009774,D_001329
B_000182,2025-03-04,08:22:00,Tuesday,0,8,Chennai,Loc_27,Loc_46,Auto,2.12,13.98,12.75,High,Heavy Rain,65.41,2.3,152.31,Completed,,C_005295,D_003528
B_000183,2025-09-20,09:00:00,Saturday,1,9,Mumbai,Loc_44,Loc_3,Bike,24.93,112.19,130.21,Medium,Clear,219.46,1.5,318.67,Completed,,C_000587,D_001072
B_000184,2025-09-20,03:07:00,Saturday,1,3,Hyderabad,Loc_4,Loc_19,Auto,18.88,124.59,119.95,High,Rain,266.53,1.7,444.35,Completed,,C_007357,D_002488
B_000185,2025-05-18,08:51:00,Sunday,1,8,Chennai,Loc_4,Loc_38,Cab,21.11,95.0,96.81,Medium,Clear,460.02,1.5,710.49,Completed,,C_004621,D_002674
B_000186,2025-02-10,11:28:00,Monday,0,11,Delhi,Loc_1,Loc_9,Auto,6.11,18.33,,Low,Clear,113.33,1.0,113.14,Cancelled,,C_008937,D_004750
B_000187,2025-04-02,17:07:00,Wednesday,0,17,Hyderabad,Loc_14,Loc_15,Auto,3.53,15.89,,Medium,Rain,82.37,1.8,151.3,Cancelled,,C_001531,D_002488
B_000188,2025-12-28,09:45:00,Sunday,1,9,Chennai,Loc_41,Loc_49,Auto,13.36,88.19,97.85,High,Clear,200.34,1.7,354.48,Completed,,C_006380,D_002275
B_000189,2025-04-20,22:24:00,Sunday,1,22,Hyderabad,Loc_4,Loc_27,Cab,19.53,87.89,104.53,Medium,Clear,431.58,1.2,512.39,Completed,,C_002684,D_002692
B_000190,2025-02-05,02:26:00,Wednesday,0,2,Hyderabad,Loc_19,Loc_14,Cab,16.31,73.38,85.91,Medium,Rain,373.52,1.5,562.99,Completed,,C_002874,D_000947
B_000191,2025-10-03,12:07:00,Friday,0,12,Mumbai,Loc_18,Loc_36,Cab,16.15,106.56,,High,Heavy Rain,370.62,2.0,769.97,Cancelled,,C_002041,D_002586
B_000192,2025-02-22,09:24:00,Saturday,1,9,Delhi,Loc_28,Loc_42,Cab,19.17,86.27,83.03,Medium,Rain,425.07,1.8,765.95,Completed,,C_001555,D_004026
B_000193,2025-01-16,06:56:00,Thursday,0,6,Mumbai,Loc_13,Loc_17,Auto,6.45,29.02,,Medium,Rain,117.38,1.5,173.82,Cancelled,,C_001988,D_003144
B_000194,2025-07-12,02:05:00,Saturday,1,2,Hyderabad,Loc_45,Loc_23,Auto,16.88,75.94,71.96,Medium,Rain,242.52,1.5,351.97,Completed,,C_002444,D_000061
B_000195,2025-09-22,19:10:00,Monday,0,19,Chennai,Loc_43,Loc_9,Auto,10.41,31.23,29.43,Low,Rain,164.93,1.6,274.31,Completed,,C_008354,D_001058
B_000196,2025-07-24,23:47:00,Thursday,0,23,Bangalore,Loc_43,Loc_9,Cab,2.67,8.02,7.89,Low,Heavy Rain,128.13,1.6,214.75,Completed,,C_007110,D_002331
B_000197,2025-01-12,10:21:00,Sunday,1,10,Mumbai,Loc_37,Loc_37,Auto,5.85,26.33,,Medium,Rain,110.22,1.8,197.57,Cancelled,,C_009014,D_001389
B_000198,2025-06-23,22:40:00,Monday,0,22,Bangalore,Loc_7,Loc_16,Auto,20.06,60.17,60.89,Low,Heavy Rain,280.67,1.6,434.95,Completed,,C_008000,D_004248
B_000199,2025-05-19,12:22:00,Monday,0,12,Bangalore,Loc_5,Loc_15,Auto,22.5,67.51,,Low,Heavy Rain,310.03,1.6,500.96,Incomplete,Driver Delay,C_002229,D_004796
B_000200,2025-05-13,05:47:00,Tuesday,0,5,Bangalore,Loc_49,Loc_10,Bike,7.79,35.04,,Medium,Heavy Rain,82.3,1.8,154.31,Cancelled,,C_004710,D_002996
B_000201,2025-07-23,16:15:00,Wednesday,0,16,Mumbai,Loc_27,Loc_13,Auto,5.57,25.06,22.95,Medium,Clear,106.82,1.2,133.86,Completed,,C_006460,D_000223
B_000202,2025-07-14,16:48:00,Monday,0,16,Mumbai,Loc_34,Loc_44,Auto,1.64,10.83,10.19,High,Clear,59.7,1.4,83.84,Completed,,C_002204,D_002129
B_000203,2025-05-11,07:31:00,Sunday,1,7,Bangalore,Loc_3,Loc_8,Auto,23.74,106.85,122.48,Medium,Rain,324.94,1.5,470.11,Completed,,C_001696,D_003560
B_000204,2025-08-20,02:17:00,Wednesday,0,2,Mumbai,Loc_44,Loc_7,Auto,17.41,52.24,62.44,Low,Rain,248.95,1.3,318.01,Completed,,C_009455,D_003927
B_000205,2025-01-14,06:18:00,Tuesday,0,6,Mumbai,Loc_10,Loc_21,Auto,23.97,71.91,76.51,Low,Rain,327.62,1.3,438.6,Completed,,C_008910,D_003787
B_000206,2025-12-13,08:40:00,Saturday,1,8,Bangalore,Loc_33,Loc_43,Auto,21.73,97.8,90.14,Medium,Rain,300.79,1.8,516.27,Completed,,C_009701,D_001247
B_000207,2025-12-18,10:17:00,Thursday,0,10,Bangalore,Loc_4,Loc_32,Bike,9.17,27.51,,Low,Rain,93.37,1.6,150.96,Incomplete,Customer No-show,C_008173,D_003535
B_000208,2025-06-23,18:22:00,Monday,0,18,Delhi,Loc_27,Loc_11,Cab,3.7,11.11,11.72,Low,Heavy Rain,146.68,1.9,288.17,Completed,,C_005790,D_000564
B_000209,2025-12-12,13:50:00,Friday,0,13,Mumbai,Loc_32,Loc_43,Cab,12.98,38.93,39.73,Low,Clear,313.59,1.0,325.27,Completed,,C_002418,D_004619
B_000210,2025-08-06,00:00:00,Wednesday,0,0,Bangalore,Loc_35,Loc_1,Auto,1.64,7.4,,Medium,Heavy Rain,59.72,1.8,112.02,Cancelled,,C_003675,D_003994
B_000211,2025-04-29,00:54:00,Tuesday,0,0,Bangalore,Loc_26,Loc_27,Cab,4.6,30.35,,High,Clear,162.76,1.4,236.77,Cancelled,,C_007335,D_004847
B_000212,2025-02-14,02:38:00,Friday,0,2,Hyderabad,Loc_34,Loc_49,Bike,6.6,29.71,,Medium,Heavy Rain,72.82,1.8,132.76,Incomplete,Driver Delay,C_004985,D_004052
B_000213,2025-07-31,20:08:00,Thursday,0,20,Bangalore,Loc_6,Loc_14,Auto,16.98,76.39,81.07,Medium,Clear,243.71,1.5,380.13,Completed,,C_008918,D_003083
B_000214,2025-03-19,15:49:00,Wednesday,0,15,Delhi,Loc_28,Loc_36,Cab,13.24,87.36,,High,Clear,318.27,1.4,427.88,Incomplete,Driver Delay,C_008302,D_002866
B_000215,2025-03-18,07:33:00,Tuesday,0,7,Delhi,Loc_38,Loc_44,Cab,8.26,24.77,27.08,Low,Clear,228.65,1.0,234.13,Completed,,C_009652,D_000709
B_000216,2025-07-12,18:30:00,Saturday,1,18,Hyderabad,Loc_43,Loc_25,Auto,14.55,96.06,87.65,High,Heavy Rain,214.65,2.3,502.57,Completed,,C_002185,D_001442
B_000217,2025-05-17,21:08:00,Saturday,1,21,Delhi,Loc_7,Loc_50,Auto,4.0,18.02,21.62,Medium,Heavy Rain,88.06,1.8,152.19,Completed,,C_003771,D_002316
B_000218,2025-12-20,03:41:00,Saturday,1,3,Bangalore,Loc_13,Loc_28,Auto,19.14,126.3,131.41,High,Clear,269.64,1.4,387.59,Completed,,C_008884,D_000751
B_000219,2025-08-16,23:55:00,Saturday,1,23,Chennai,Loc_32,Loc_31,Bike,18.09,54.27,,Low,Clear,164.71,1.0,167.52,Incomplete,Customer No-show,C_007783,D_004623
B_000220,2025-04-17,12:51:00,Thursday,0,12,Chennai,Loc_19,Loc_39,Bike,6.2,27.88,32.7,Medium,Clear,69.57,1.2,86.26,Completed,,C_010000,D_000367
B_000221,2025-09-29,07:34:00,Monday,0,7,Delhi,Loc_21,Loc_48,Bike,15.55,102.65,,High,Heavy Rain,144.43,2.0,299.21,Incomplete,Driver Delay,C_006521,D_000462
B_000222,2025-07-08,21:50:00,Tuesday,0,21,Mumbai,Loc_46,Loc_19,Bike,13.08,39.24,46.03,Low,Heavy Rain,124.63,1.6,200.29,Completed,,C_005865,D_001822
B_000223,2025-01-29,18:20:00,Wednesday,0,18,Delhi,Loc_37,Loc_10,Cab,2.46,11.07,10.21,Medium,Clear,124.27,1.5,191.8,Completed,,C_008290,D_001077
B_000224,2025-12-14,20:28:00,Sunday,1,20,Hyderabad,Loc_22,Loc_3,Bike,7.68,50.66,56.73,High,Clear,81.41,1.7,132.89,Completed,,C_005701,D_002029
B_000225,2025-01-11,18:12:00,Saturday,1,18,Chennai,Loc_9,Loc_45,Cab,24.99,74.96,77.43,Low,Clear,529.78,1.3,712.87,Completed,,C_004703,D_002481
B_000226,2025-05-13,00:49:00,Tuesday,0,0,Chennai,Loc_21,Loc_15,Auto,3.39,22.37,25.14,High,Heavy Rain,80.67,2.0,165.6,Completed,,C_006530,D_004656
B_000227,2025-11-06,18:05:00,Thursday,0,18,Chennai,Loc_21,Loc_33,Cab,13.15,86.82,,High,Rain,316.77,2.0,631.83,Incomplete,Vehicle Issue,C_006356,D_004319
B_000228,2025-07-28,21:58:00,Monday,0,21,Bangalore,Loc_38,Loc_22,Bike,21.38,96.23,88.76,Medium,Clear,191.07,1.2,227.09,Completed,,C_003827,D_001347
B_000229,2025-07-04,01:34:00,Friday,0,1,Mumbai,Loc_11,Loc_12,Auto,8.22,36.97,35.54,Medium,Rain,138.59,1.5,217.86,Completed,,C_002285,D_000325
B_000230,2025-02-28,02:12:00,Friday,0,2,Delhi,Loc_26,Loc_41,Auto,7.26,47.9,,High,Heavy Rain,127.08,2.0,245.25,Incomplete,Driver Delay,C_005192,D_004565
B_000231,2025-07-30,22:50:00,Wednesday,0,22,Chennai,Loc_9,Loc_9,Cab,22.38,100.71,,Medium,Heavy Rain,482.82,1.8,832.65,Cancelled,,C_006931,D_003847
B_000232,2025-05-13,00:15:00,Tuesday,0,0,Bangalore,Loc_32,Loc_3,Cab,8.32,24.95,,Low,Rain,229.69,1.3,298.9,Incomplete,Driver Delay,C_000286,D_000967
B_000233,2025-05-21,16:40:00,Wednesday,0,16,Chennai,Loc_6,Loc_1,Cab,16.64,74.86,87.09,Medium,Rain,379.45,1.5,544.55,Completed,,C_009586,D_002525
B_000234,2025-05-09,17:17:00,Friday,0,17,Chennai,Loc_16,Loc_34,Auto,18.77,56.3,,Low,Heavy Rain,265.21,1.9,488.86,Incomplete,App Issue,C_009580,D_002904
B_000235,2025-04-07,23:30:00,Monday,0,23,Chennai,Loc_19,Loc_17,Cab,19.93,89.67,103.78,Medium,Rain,438.68,1.5,685.47,Completed,,C_007089,D_001331
B_000236,2025-08-26,01:00:00,Tuesday,0,1,Delhi,Loc_35,Loc_24,Cab,24.87,111.93,120.08,Medium,Clear,527.74,1.2,604.14,Completed,,C_005975,D_003158
B_000237,2025-12-20,13:11:00,Saturday,1,13,Bangalore,Loc_42,Loc_37,Bike,20.28,60.83,,Low,Heavy Rain,182.21,1.6,282.28,Cancelled,,C_006266,D_002813
B_000238,2025-09-07,18:21:00,Sunday,1,18,Bangalore,Loc_1,Loc_46,Cab,16.77,110.67,116.73,High,Clear,381.83,1.7,625.5,Completed,,C_008517,D_002951
B_000239,2025-12-31,21:36:00,Wednesday,0,21,Mumbai,Loc_19,Loc_8,Bike,22.49,148.44,,High,Clear,199.93,1.4,271.25,Cancelled,,C_005999,D_001214
B_000240,2025-06-21,22:07:00,Saturday,1,22,Delhi,Loc_39,Loc_3,Bike,22.74,68.21,62.47,Low,Heavy Rain,201.9,1.6,321.48,Completed,,C_002642,D_004830
B_000241,2025-06-06,05:38:00,Friday,0,5,Chennai,Loc_14,Loc_11,Cab,24.36,73.07,69.5,Low,Clear,518.41,1.0,516.88,Completed,,C_004574,D_001519
B_000242,2025-07-01,08:18:00,Tuesday,0,8,Bangalore,Loc_8,Loc_23,Cab,19.64,58.91,54.49,Low,Clear,433.43,1.3,541.82,Completed,,C_008405,D_002439
B_000243,2025-11-10,23:24:00,Monday,0,23,Delhi,Loc_48,Loc_40,Cab,5.68,17.03,15.66,Low,Rain,182.21,1.3,240.14,Completed,,C_001797,D_003842
B_000244,2025-08-08,18:21:00,Friday,0,18,Hyderabad,Loc_47,Loc_8,Auto,18.04,54.11,49.97,Low,Rain,256.42,1.6,413.65,Completed,,C_005076,D_002539
B_000245,2025-05-31,04:53:00,Saturday,1,4,Chennai,Loc_50,Loc_6,Cab,2.8,18.5,,High,Heavy Rain,130.46,2.0,260.71,Cancelled,,C_008035,D_001777
B_000246,2025-02-13,23:48:00,Thursday,0,23,Chennai,Loc_19,Loc_8,Auto,8.63,38.84,36.61,Medium,Rain,143.57,1.5,209.54,Completed,,C_000694,D_000028
B_000247,2025-12-23,15:53:00,Tuesday,0,15,Hyderabad,Loc_12,Loc_22,Cab,3.78,11.34,11.39,Low,Rain,148.03,1.3,201.3,Completed,,C_008313,D_001420
B_000248,2025-12-23,22:22:00,Tuesday,0,22,Chennai,Loc_16,Loc_18,Cab,23.8,71.4,85.07,Low,Heavy Rain,508.38,1.6,799.1,Completed,,C_006463,D_004168
B_000249,2025-08-11,04:30:00,Monday,0,4,Mumbai,Loc_3,Loc_40,Bike,9.13,27.39,29.55,Low,Rain,93.04,1.3,124.03,Completed,,C_008662,D_004248
B_000250,2025-06-25,05:32:00,Wednesday,0,5,Chennai,Loc_49,Loc_2,Auto,18.12,81.53,88.65,Medium,Rain,257.41,1.5,374.4,Completed,,C_002894,D_004535
B_000251,2025-01-04,00:07:00,Saturday,1,0,Chennai,Loc_5,Loc_6,Bike,14.71,44.13,51.17,Low,Rain,137.69,1.3,184.26,Completed,,C_008808,D_003787
B_000252,2025-08-01,23:56:00,Friday,0,23,Delhi,Loc_29,Loc_27,Bike,3.58,10.74,9.97,Low,Rain,48.64,1.3,65.55,Completed,,C_002757,D_000486
B_000253,2025-02-04,20:28:00,Tuesday,0,20,Bangalore,Loc_4,Loc_9,Bike,14.47,95.52,99.75,High,Rain,135.78,2.0,265.59,Completed,,C_004423,D_000252
B_000254,2025-04-15,08:19:00,Tuesday,0,8,Bangalore,Loc_21,Loc_18,Bike,16.86,75.89,79.38,Medium,Heavy Rain,154.92,2.1,324.49,Completed,,C_006729,D_000678
B_000255,2025-08-25,18:42:00,Monday,0,18,Hyderabad,Loc_31,Loc_18,Bike,22.16,66.47,67.76,Low,Heavy Rain,197.25,1.9,391.18,Completed,,C_004427,D_000439
B_000256,2025-05-26,22:48:00,Monday,0,22,Bangalore,Loc_4,Loc_18,Cab,2.68,8.05,,Low,Heavy Rain,128.28,1.6,211.7,Cancelled,,C_001120,D_000015
B_000257,2025-06-13,18:11:00,Friday,0,18,Chennai,Loc_10,Loc_2,Bike,8.1,53.43,,High,Rain,84.76,2.0,169.12,Incomplete,Driver Delay,C_004037,D_003601
B_000258,2025-04-30,10:43:00,Wednesday,0,10,Bangalore,Loc_26,Loc_14,Bike,17.62,116.27,,High,Clear,160.93,1.7,271.81,Cancelled,,C_004151,D_000906
B_000259,2025-03-02,13:45:00,Sunday,1,13,Bangalore,Loc_49,Loc_2,Bike,1.82,5.47,5.42,Low,Clear,34.59,1.0,36.13,Completed,,C_006624,D_004022
B_000260,2025-04-19,17:14:00,Saturday,1,17,Bangalore,Loc_22,Loc_34,Auto,5.89,26.48,,Medium,Heavy Rain,110.62,2.1,227.67,Cancelled,,C_002037,D_001037
B_000261,2025-03-25,13:17:00,Tuesday,0,13,Delhi,Loc_50,Loc_26,Cab,6.25,18.74,,Low,Heavy Rain,192.47,1.6,318.54,Cancelled,,C_003839,D_000270
B_000262,2025-09-21,19:31:00,Sunday,1,19,Bangalore,Loc_20,Loc_40,Cab,17.06,112.62,,High,Heavy Rain,387.15,2.3,885.68,Cancelled,,C_003476,D_001421
B_000263,2025-02-16,21:43:00,Sunday,1,21,Chennai,Loc_41,Loc_4,Bike,7.86,35.38,32.56,Medium,Rain,82.9,1.5,125.72,Completed,,C_006855,D_003530
B_000264,2025-01-24,01:05:00,Friday,0,1,Chennai,Loc_47,Loc_29,Cab,15.39,101.58,108.0,High,Rain,357.03,1.7,608.38,Completed,,C_005367,D_001111
B_000265,2025-08-16,00:29:00,Saturday,1,0,Chennai,Loc_21,Loc_42,Bike,24.17,108.76,100.65,Medium,Heavy Rain,213.35,1.8,388.88,Completed,,C_006885,D_000732
B_000266,2025-10-12,03:08:00,Sunday,1,3,Mumbai,Loc_34,Loc_18,Bike,20.04,90.17,,Medium,Rain,180.3,1.5,280.25,Cancelled,,C_000270,D_003038
B_000267,2025-12-16,22:39:00,Tuesday,0,22,Hyderabad,Loc_19,Loc_20,Bike,8.99,26.97,26.67,Low,Heavy Rain,91.92,1.6,145.89,Completed,,C_001941,D_004419
B_000268,2025-05-26,20:41:00,Monday,0,20,Delhi,Loc_6,Loc_47,Auto,12.34,37.01,39.34,Low,Clear,188.05,1.3,246.32,Completed,,C_005660,D_001524
B_000269,2025-06-22,14:25:00,Sunday,1,14,Bangalore,Loc_44,Loc_12,Bike,5.82,26.17,25.95,Medium,Rain,66.53,1.5,96.67,Completed,,C_008135,D_000658
B_000270,2025-02-08,23:47:00,Saturday,1,23,Mumbai,Loc_41,Loc_33,Bike,1.38,9.09,,High,Clear,31.02,1.4,44.26,Cancelled,,C_004971,D_003851
B_000271,2025-05-03,01:54:00,Saturday,1,1,Mumbai,Loc_28,Loc_10,Bike,7.95,23.86,24.85,Low,Rain,83.63,1.3,105.57,Completed,,C_001613,D_002803
B_000272,2025-05-19,18:19:00,Monday,0,18,Chennai,Loc_26,Loc_28,Auto,9.87,44.4,40.3,Medium,Heavy Rain,158.39,2.1,345.05,Completed,,C_000615,D_001332
B_000273,2025-10-14,09:05:00,Tuesday,0,9,Bangalore,Loc_21,Loc_5,Auto,14.54,65.45,75.89,Medium,Clear,214.54,1.5,332.71,Completed,,C_007835,D_002686
B_000274,2025-12-24,09:11:00,Wednesday,0,9,Hyderabad,Loc_6,Loc_8,Cab,23.66,156.14,,High,Clear,505.84,1.7,878.88,Cancelled,,C_003063,D_002504
B_000275,2025-11-17,22:57:00,Monday,0,22,Hyderabad,Loc_46,Loc_5,Cab,23.75,106.87,110.99,Medium,Rain,507.47,1.5,769.03,Completed,,C_001589,D_002917
B_000276,2025-11-23,07:20:00,Sunday,1,7,Hyderabad,Loc_21,Loc_39,Auto,2.68,17.7,,High,Heavy Rain,72.19,2.0,146.78,Cancelled,,C_001552,D_000926
B_000277,2025-06-29,04:50:00,Sunday,1,4,Mumbai,Loc_22,Loc_50,Bike,15.75,47.25,45.84,Low,Clear,146.01,1.0,150.49,Completed,,C_008384,D_003792
B_000278,2025-10-05,06:40:00,Sunday,1,6,Delhi,Loc_44,Loc_12,Bike,2.02,13.31,13.12,High,Heavy Rain,36.13,2.0,75.22,Completed,,C_009264,D_002965
B_000279,2025-04-20,15:10:00,Sunday,1,15,Bangalore,Loc_21,Loc_29,Auto,16.55,49.66,54.96,Low,Heavy Rain,238.65,1.6,363.26,Completed,,C_003811,D_000913
B_000280,2025-12-12,17:51:00,Friday,0,17,Hyderabad,Loc_17,Loc_33,Bike,3.82,11.47,,Low,Rain,50.6,1.6,84.34,Incomplete,Customer No-show,C_009563,D_002405
B_000281,2025-08-30,22:22:00,Saturday,1,22,Delhi,Loc_24,Loc_5,Auto,23.71,106.71,102.13,Medium,Rain,324.56,1.5,504.74,Completed,,C_005693,D_002523
B_000282,2025-07-27,21:31:00,Sunday,1,21,Bangalore,Loc_11,Loc_30,Bike,21.74,143.51,169.65,High,Clear,193.95,1.4,283.82,Completed,,C_007661,D_001480
B_000283,2025-10-21,17:07:00,Tuesday,0,17,Bangalore,Loc_15,Loc_14,Cab,1.54,4.61,,Low,Heavy Rain,107.65,1.9,207.65,Cancelled,,C_006442,D_004619
B_000284,2025-12-04,06:03:00,Thursday,0,6,Chennai,Loc_22,Loc_13,Bike,19.77,88.97,91.24,Medium,Heavy Rain,178.17,1.8,312.87,Completed,,C_000197,D_001631
B_000285,2025-03-12,13:56:00,Wednesday,0,13,Hyderabad,Loc_13,Loc_38,Cab,16.26,107.33,,High,Heavy Rain,372.71,2.0,748.06,Cancelled,,C_008033,D_001264
